date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:45:19	1083/1083	---M-Z	200	added ('OK')	image/svg+xml	etag:%2243b-65c1ff55-d1a17ebec617ec49;gz%22	https://helpdesk-user.com/chunks/fonts/svg/satellite-solid.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/svg/satellite-solid.svg	(from https://helpdesk-user.com/)
02:45:19	1080/1080	---M-Z	200	added ('OK')	image/svg+xml	etag:%22438-65c1ff55-c1c526736ccbf86a;gz%22	https://helpdesk-user.com/chunks/fonts/svg/bridge-circle-exclamation-solid.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/svg/bridge-circle-exclamation-solid.svg	(from https://helpdesk-user.com/)
02:45:19	863/863	---M-Z	200	added ('OK')	image/svg+xml	etag:%2235f-65c1ff55-fb3ebb7ce82cdf9f;gz%22	https://helpdesk-user.com/chunks/fonts/svg/user-lock-solid.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/svg/user-lock-solid.svg	(from https://helpdesk-user.com/)
02:45:20	1813/1813	---M-Z	200	added ('OK')	image/svg+xml	etag:%22715-65c1ff55-62747cd0d5e71ce2;gz%22	https://helpdesk-user.com/chunks/fonts/svg/sack-dollar-solid.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/svg/sack-dollar-solid.svg	(from https://helpdesk-user.com/)
02:45:20	607/607	---M-Z	200	added ('OK')	image/svg+xml	etag:%2225f-65c1ff55-1d272bf983bc5815;gz%22	https://helpdesk-user.com/chunks/fonts/svg/circle-check-solid.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/svg/circle-check-solid.svg	(from https://helpdesk-user.com/)
02:45:20	1201/1201	---M-Z	200	added ('OK')	image/svg+xml	etag:%224b1-65c1ff55-6a213a3c5569ffaa;gz%22	https://helpdesk-user.com/chunks/fonts/svg/piggy-bank-solid.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/svg/piggy-bank-solid.svg	(from https://helpdesk-user.com/)
02:45:21	16283/16283	---M--	200	added ('OK')	image/png	etag:%223f9b-65c1ff53-987eb447264d7cff;;;%22	https://helpdesk-user.com/img/api.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/img/api.png	(from https://helpdesk-user.com/)
02:45:21	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Feb%202024%2010:45:20%20GMT	https://helpdesk-user.com/portal	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal	(from https://helpdesk-user.com/)
02:45:21	25621/25621	---M--	200	added ('OK')	image/png	etag:%226415-65c1ff53-2c3e9500c1f78d01;;;%22	https://helpdesk-user.com/img/settings.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/img/settings.png	(from https://helpdesk-user.com/)
02:45:21	113899/113899	---M-Z	200	added ('OK')	text/html	etag:%221bceb-65c1ff53-22b60b6f48e9176a;gz%22	https://helpdesk-user.com/portal/	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/index.html	(from https://helpdesk-user.com/)
02:45:23	150945/150945	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224da1-65c1ff54-efc93291e9ef5154;gz%22	https://helpdesk-user.com/chunks/js/jquery.min.js	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/js/jquery.min.js	(from https://helpdesk-user.com/)
02:45:23	10741/10741	---M-Z	200	added ('OK')	application/x-javascript	etag:%2229f5-65c1ff54-98302bf9352f52c9;gz%22	https://helpdesk-user.com/chunks/js/scripts.min.js	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/js/scripts.min.js	(from https://helpdesk-user.com/)
02:45:23	15127/15127	---M-Z	200	added ('OK')	text/css	etag:%223b17-65c1ff55-e2acd73603760beb;gz%22	https://helpdesk-user.com/chunks/fonts/cloudicon/cloudicon.css	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/cloudicon/cloudicon.css	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:23	124605/124605	---M-Z	200	added ('OK')	text/css	etag:%221e6bd-65c1ff55-45827ac5fbc29acc;gz%22	https://helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/fontawesome/css/all.min.css	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:24	16093/16093	---M-Z	200	added ('OK')	text/css	etag:%223edd-65c1ff55-74f539d404ce9bb2;gz%22	https://helpdesk-user.com/chunks/fonts/evafeat/evafeat.css	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/fonts/evafeat/evafeat.css	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:24	253228/253228	---M-Z	200	added ('OK')	text/css	etag:%223dd2c-65c1ff54-a2815470f6b82c70;gz%22	https://helpdesk-user.com/chunks/css/bootstrap.min.css	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/css/bootstrap.min.css	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:24	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/exapath.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/exapath.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/cpupath.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/cpupath.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/motpath.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/motpath.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/promopath.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/promopath.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/exapath-w.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/exapath-w.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/cpupath-w.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/cpupath-w.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/motpath-w.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/motpath-w.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/patterns/promo-w.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/patterns/promo-w.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:27	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/404.html	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/404.html	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:27	163290/163290	---M--	200	added ('OK')	image/jpeg	etag:%2227dda-65c1ff54-d1b5239dece346b5;;;%22	https://helpdesk-user.com/chunks/img/topbanner17.jpg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/img/topbanner17.jpg	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:45:27	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-657cb79d-847aca9159939dce;gz%22	https://helpdesk-user.com/chunks/img/arrow-drop-down.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/chunks/img/arrow-drop-down.svg	(from https://helpdesk-user.com/chunks/css/style.min.css)
02:46:20	2399/2399	---M-Z	200	added ('OK')	image/svg+xml	etag:%2295f-65c1ff53-d19c64e42689ae64;gz%22	https://helpdesk-user.com/portal/walletconnect-logo.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/walletconnect-logo.svg	(from https://helpdesk-user.com/portal/)
02:46:27	8112/8112	---M-Z	200	added ('OK')	text/css	etag:%221fb0-65c1ff55-25f4f3c4355da098;gz%22	https://helpdesk-user.com/portal/files/static/css/1f147681d5457acaa9f5.css	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/files/static/css/1f147681d5457acaa9f5.css	(from https://helpdesk-user.com/portal/)
02:46:32	9878/9878	---M-Z	200	added ('OK')	text/css	etag:%222696-65c1ff55-53a9db96b6ee3b45;gz%22	https://helpdesk-user.com/portal/files/static/css/add.css	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/files/static/css/add.css	(from https://helpdesk-user.com/portal/)
02:46:33	4410/4410	---M--	200	added ('OK')	image/jpeg	etag:%22113a-65c1ff54-6cf57f5eea4121c3;;;%22	https://helpdesk-user.com/portal/logo/lg/trust_wallet.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/trust_wallet.jpg	(from https://helpdesk-user.com/portal/)
02:46:33	4799/4799	---M--	200	added ('OK')	image/jpeg	etag:%2212bf-65c1ff54-eaa7a6463b640ee8;;;%22	https://helpdesk-user.com/portal/logo/lg/cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/cf21952a9bc8108bf13b12c92443751e2cc388d27008be4201b92bbc6d83dd46.jpg	(from https://helpdesk-user.com/portal/)
02:46:34	9649/9649	---M--	200	added ('OK')	image/jpeg	etag:%2225b1-65c1ff54-7311a560923e70e9;;;%22	https://helpdesk-user.com/portal/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/c57ca95b47569778a828d19178114f4db188b89b763c899ba0be274e97267d96.jpg	(from https://helpdesk-user.com/portal/)
02:46:34	22565/22565	---M--	200	added ('OK')	image/png	etag:%225825-65c1ff54-7607d73208dc5d47;;;%22	https://helpdesk-user.com/portal/logo/lg/binance.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/binance.png	(from https://helpdesk-user.com/portal/)
02:46:34	9056/9056	---M--	200	added ('OK')	image/jpeg	etag:%222360-65c1ff54-59b1446ee6011ff5;;;%22	https://helpdesk-user.com/portal/logo/lg/others.jpeg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/others.jpg	(from https://helpdesk-user.com/portal/)
02:46:35	18196/18196	---M--	200	added ('OK')	image/png	etag:%224714-65c1ff54-adcb2a058fc0218;;;%22	https://helpdesk-user.com/portal/logo/lg/cakedefi.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/cakedefi.png	(from https://helpdesk-user.com/portal/)
02:46:35	32796/32796	---M--	200	added ('OK')	image/webp	etag:%22801c-65c1ff54-d7585045f2131b05;;;%22	https://helpdesk-user.com/portal/logo/lg/solflare.webp	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/solflare.webp	(from https://helpdesk-user.com/portal/)
02:46:35	21766/21766	---M--	200	added ('OK')	image/png	etag:%225506-65c1ff54-53d1592b86239c28;;;%22	https://helpdesk-user.com/portal/logo/lg/tera.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/tera.png	(from https://helpdesk-user.com/portal/)
02:46:36	2566/2566	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a06-65c1ff54-b29b6a4100d80ccc;gz%22	https://helpdesk-user.com/portal/logo/lg/internet-identity.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/internet-identity.svg	(from https://helpdesk-user.com/portal/)
02:46:36	31229/31229	---M-Z	200	added ('OK')	image/svg+xml	etag:%2279fd-65c1ff54-bd3f53303b2274b3;gz%22	https://helpdesk-user.com/portal/logo/lg/stoic.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/stoic.svg	(from https://helpdesk-user.com/portal/)
02:46:36	126287/126287	---M-Z	200	added ('OK')	image/svg+xml	etag:%221ed4f-65c1ff54-9d49caf46f26bb9b;gz%22	https://helpdesk-user.com/portal/logo/lg/plug.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/plug.svg	(from https://helpdesk-user.com/portal/)
02:46:37	1655/1655	---M-Z	200	added ('OK')	image/svg+xml	etag:%22677-65c1ff54-90f584b4fa7ebc6c;gz%22	https://helpdesk-user.com/portal/logo/lg/icpswap.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/icpswap.svg	(from https://helpdesk-user.com/portal/)
02:46:38	8776/8776	---M-Z	200	added ('OK')	image/svg+xml	etag:%222248-65c1ff54-7e512133e9c4db79;gz%22	https://helpdesk-user.com/portal/logo/lg/nfid.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/nfid.svg	(from https://helpdesk-user.com/portal/)
02:46:39	8013/8013	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f4d-65c1ff54-2543af926b42ad04;gz%22	https://helpdesk-user.com/portal/logo/lg/astrox.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/astrox.svg	(from https://helpdesk-user.com/portal/)
02:46:39	9995/9995	---M--	200	added ('OK')	image/jpeg	etag:%22270b-65c1ff54-9e56e36cdedce900;;;%22	https://helpdesk-user.com/portal/logo/lg/brd.jpg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/brd.jpg	(from https://helpdesk-user.com/portal/)
02:46:39	139524/139524	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222104-65c1ff54-d24cf00df42cb7a0;gz%22	https://helpdesk-user.com/portal/logo/lg/bitfinity.svg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/bitfinity.svg	(from https://helpdesk-user.com/portal/)
02:46:39	3916/3916	---M--	200	added ('OK')	image/png	etag:%22f4c-65c1ff54-e36fa2104ddb1db9;;;%22	https://helpdesk-user.com/portal/logo/lg/nami.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/nami.png	(from https://helpdesk-user.com/portal/)
02:46:39	42690/42690	---M--	200	added ('OK')	image/png	etag:%22a6c2-65c1ff54-c5fada72c9a6b5ef;;;%22	https://helpdesk-user.com/portal/logo/lg/yoroi.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/yoroi.png	(from https://helpdesk-user.com/portal/)
02:46:40	48801/48801	---M--	200	added ('OK')	image/png	etag:%22bea1-65c1ff54-c39180ac840ac72a;;;%22	https://helpdesk-user.com/portal/logo/lg/moonstake.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/moonstake.png	(from https://helpdesk-user.com/portal/)
02:46:40	17199/17199	---M--	200	added ('OK')	image/png	etag:%22432f-65c1ff54-e8153aabe8cb75d;;;%22	https://helpdesk-user.com/portal/logo/lg/venom.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/venom.png	(from https://helpdesk-user.com/portal/)
02:46:40	54760/54760	---M--	200	added ('OK')	image/png	etag:%22d5e8-65c1ff54-e877970b9682f92a;;;%22	https://helpdesk-user.com/portal/logo/lg/uniswap.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/uniswap.png	(from https://helpdesk-user.com/portal/)
02:46:40	31069/31069	---M--	200	added ('OK')	image/png	etag:%22795d-65c1ff54-8cb2617d192e01e4;;;%22	https://helpdesk-user.com/portal/logo/lg/xpla.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/xpla.png	(from https://helpdesk-user.com/portal/)
02:46:41	30113/30113	---M--	200	added ('OK')	image/png	etag:%2275a1-65c1ff54-38d22347438b6cf8;;;%22	https://helpdesk-user.com/portal/logo/lg/xverse.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/xverse.png	(from https://helpdesk-user.com/portal/)
02:46:41	25664/25664	---M--	200	added ('OK')	image/webp	etag:%226440-65c1ff54-a7d41bde0ab39ed6;;;%22	https://helpdesk-user.com/portal/logo/lg/brave.webp	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/brave.webp	(from https://helpdesk-user.com/portal/)
02:46:41	8658/8658	---M--	200	added ('OK')	image/jpeg	etag:%2221d2-65c1ff54-71dddd509240ba89;;;%22	https://helpdesk-user.com/portal/logo/lg/hiro.jpg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/hiro.jpg	(from https://helpdesk-user.com/portal/)
02:46:42	3663/3663	---M--	200	added ('OK')	image/jpeg	etag:%22e4f-65c1ff54-b780b27a10123772;;;%22	https://helpdesk-user.com/portal/logo/lg/phantom.jpg	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/phantom.jpg	(from https://helpdesk-user.com/portal/)
02:46:42	73767/73767	---M--	200	added ('OK')	image/png	etag:%2212027-65c1ff54-6710a0a400cf016a;;;%22	https://helpdesk-user.com/portal/logo/lg/saitama.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/saitama.png	(from https://helpdesk-user.com/portal/)
02:46:42	7070/7070	---M--	200	added ('OK')	image/png	etag:%221b9e-65c1ff54-30a00f0bc99f484a;;;%22	https://helpdesk-user.com/portal/logo/lg/coinbase.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/coinbase.png	(from https://helpdesk-user.com/portal/)
02:46:42	35963/35963	---M--	200	added ('OK')	image/png	etag:%228c7b-65c1ff54-4778617130ec233a;;;%22	https://helpdesk-user.com/portal/logo/lg/maiar.png	C:/My%20Web%20Sites/HelpDesk/helpdesk-user.com/portal/logo/lg/maiar.png	(from https://helpdesk-user.com/portal/)
